cleaned_tweet,class
speak colored thinks love,2
keep shape ski slopes,2
cheers dude might nip town theeditors vinyl musicmatters,2
birds came,2
fingers crossed chug chug chug lol,2
go back lego club faggot,0
bet faggot,1
yeah ok nigger,0
nigga honkie,0
yoooooooooooooo lmfaoooooooo im schlumped love bitches squaaaaad,1
oreo cookie,2
get wrong g hunt birds lot work amp well hungry,2
hunt birds unless count shooting dove season power line bb gun,2
like said might check sure bird shot counts getting shot,2
forgot bull said yeezus good j cole trash,2
equality niggah,1
guys get evolution share common ancestor apes,2
lmao nigga yo avi trash phone even load shit,1
apes,2
got taxis right get oreo right possible,2
ugly emo trash go cut,0
funny bitch,1
bro heard slaughter songs trash freestylers,2
time dump another diet coke trash,2
recall telling one apollo teachers hoped baby came retarded assholeoftheyear lol,1
faggot eat shit fun,1
goldbar dumb bitch dad pick like faggots like,0
failing know live faggot,1
funny thought tbt photo week would hanging trash ankles,2
cracker big looks tv,1
soft shit handicapped retarded,0
ling ling krunkchip,2
make feel warm fuzzy inside youcansitwithus,2
rich white liberals know best black people see obviously uncle toms,0
lol fun race since hs charlotte crazy redneck times lol,2
thanks hun lt crushed love working months gone time go back,2
main bae gonn think sumn wit pussy,1
okay cool one mine black fuzzy pink back sparkles hallelujah,2
working route running catching good wr grier fun white trash racist uf fans fsu,0
real lil bro even tho cuh bitch lmao,1
find one beat nathan moons head ice ol andrew straight trash far hockey,2
must run brownies,2
practically anything colored red often contain red pigments extracted female coccus costa cochineal insect,2
night jigaboo,2
great gif got source url,2
got except eric holder gave beaners kill americans guess race blind,0
think whites trying blackish socal call wiggers liberals democrats,2
watching trash,2
redskins pretty good year,2
trash cowboys beat redskins twice last year,2
nah let french montana spit trash,2
best lineman rookie bunch retards trust potato gun,1
gonna nip right bud,2
whenever feel like til monday put two weeks flip bird mannn,2
texans st play redskins year,2
pretty pretty jeezus redneck education showing,2
yea ho,2
faggot,0
fags,0
gone see baby monkey lil ass anyway funky ass,1
dad genuine happy guy kids niggers though jimmy nigga eva,0
moist bint lobbed sword think la de da king,2
pack head nyc please enjoy called hick years come home humbled plans,2
woahh ahha remember charlie chocolate factory think killed lucy think abby,2
special time place decaf coffee never trash family motto java habits,2
believe fuckin punk nigga bitch,0
wha waiting showtime bring back queer folk,2
know feel never thought see sox win lifetime hope use ant yankees hook see game,2
early bird gets worm tomcat,2
amp high monkey nutts yesterday nbs,1
lil b already puff hoes,1
bitch watch fucking mouth dirty whore swear god thin line,0
stfu stupid bitch like leave us alone one gives fuck bruh block good,1
okay bitch tomorrow principals office,1
intended get pics time must mud race event weekend like redneck convoy,2
trash,2
bitch done u sunday nigga,0
matter much bitch complain america better shape obama found period,1
sorry missed mean live disgusting muzzies uk r disgusting great sun,2
clam,2
saw slope wire enough zip line businessopportunity,2
oh see cher see particular brand vitriol creates boy thinks ok call woman cunt libtard,1
throw birds long pointy beaks,2
ch burashka sure gets nit picky russian monkey bear thing sometimes,2
saying like bird eating spider something bet coulda done,2
ima fill ur clam,2
learn dance nuh cuz u know carnival like pick months old yardie ting lol,2
nah lemme chill love bitches,1
fucking faggot,0
nigor,2
fuck right pussy,1
uhh messi trash im flattered games scorre,2
hell blk stop sayin nigger america,0
honestly performers red carpet trash hahahaahahahaha,2
female grand champion jesse heard bird outside,2
town movie friends stabbed nig times got sent prison justice,0
aye respect ya hustle dont tweet anymore trash ass videos thank u kindly,2
faggot knew really friend,0
good bitch choke,1
mention ugly cunt go back iran,0
bruh fam nd yeah pussy niggas get respect,1
colored blind,2
people work companies tend trash,2
wish spend go filthy theatre watch fuzzy screen bad sound annabelle,2
little fag least fuck woman kids plus work support hipster homo,0
yeah trying recorded month spiraling downward mayne empty son bitch folk,1
bird shit aint joke,1
old raglyscrag bitch places,1
bitch dont want ugly ass gtfo ol peyton manning lookin ass,0
dont u end us monkeys u hate us better crackers amp love deep u know weve done nothin u,0
yankee,2
good read gt rt cat thinks huge unpredictable ape,2
dis crack ass cracker,0
tf chrisis jones nigga botta get ass beat clearly bitch nigga u see real niggas conversatin,1
white boy talmbout ight see tomorrow school nigger,0
perfect stock photography article letting leprechaun looking handyman get liquor cabinet,2
didnt open das asked cus thought yu ate wat pork chops yellow rice n beans,2
look like bitch nigga,1
alright fag,0
bet fuck yo bitch tho,1
follow back hoe,1
act like earned subs curse haha bitch disfigure,1
made lunch fat faggot,0
twitter fag also retarded,0
watched video good stuff thought let new boss boon says old character surprise argus,2
taking picture bitch scared lmao,1
slippery slope want lose right self defense st background checks,2
blaxican,2
im nigglet,1
rednecks none keep fire lit,0
hoes disguise real women,1
mock draft,2
bitch needs tittielift,1
wagon burner jk jk look pretty latino,2
mormon hoes,1
lets hang fag,1
better banning teabaggers anti american supporters,2
name hoe license tho,1
chinks email moving china slicing throat,0
ghetto gold needa first music vid,2
nigger mad,1
bruh look like niggah dick slapped baby,1
like really want rafter monkey,2
know bitches let something weekend let bake,1
bitch even know fucking real niggas damn sure one,1
bitch fight make shut going back shit,1
hear bill likes trailer trash like,0
amp profeten voor niemand weet exacte leeftijden maar v aicha opeens wel zelfs mn weet niet hoe oud z,1
love white noise love delillo resisted reading house leaves years mocks shelf,2
frumpy bitch,1
lucky monkey,2
gwb appointee goes activist judges slant oh wait already exposed completely farcical gwb appointee,2
message humanity charlie chaplin,2
yankee win makes day better,2
bird flew window hope okay,2
dick sad life hair mess family nuts neighbor asshole bestfriend pussy amp owner beats,1
bitch real nigga,1
ghetto girl best bet find work call center try climb corporate latter,2
guy claiming republican called c span news said republicans hate nigger obama,0
hoe gon hoe hunnid,1
hoe gone hoe,1
homeless dog living trash pile gets rescued something amazing please share via,2
light tender yellow butter cake classic boiled icing traditionally made burnt sugar,2
man cheat woman fuck different bitches year,1
new way look aliens find trash,2
nicca need maid str,1
nicca say ballin ask em title n deeds wher clothes n keys,0
nigga could tell aint fucking really gotta ask time bitch lie,1
pharaohs nd angry bird,2
random scroll lands rt charlie horses durin sex simply means drink enough water day,2
shockingly true tale oreo almost got devoured,2
squad dyke cholas fear nobody worse cartel,2
teen running around target monkey pjs screaming oo oo ah ah amp fitting room girls cackling today designed annoy,2
white lighter bad luck yellow ur stupid,2
yellow jacket landed mouth stung cutting grass safe say,2
rod said number wears uniform opposing teams fear fact rod damn cancer yankees,2
northkorea called barack monkey lol rt shoe fits cause sure looks like married one,2
attention leggings everybody especially hippo looking hoes,1
attn brown university students stop frisk protesters systematically dispersed random u ghettos good luck,2
abed gonna retire florida get bad bitches nursing home,1
officially old ass bitch,1
go watch dis bitch birth devil kinky,1
absolutely absurd even think call joke zebras,2
accept flaws imperfections makes see fuck small dick faggot parents love,0
according brothers ipod december predict mickey mantle ny yankees announce retirement march,2
acid yellow,2
actual quote local cop many pussies town,1
adam west rt lmao trash b,2
deztinis session needed lmao jk girl good yob lol,2
kuroda gave putting career numbers getting run support yankees deserve get world series,2
fight club new orleans bitches start jumping,1
seeing kansas play duke couple weeks ago could tell surprised charlie weis let go,2
get good pussy feelin like found last dragon ball,1
even fuckin wit shady bitches,1
love ghetto,2
nobody tl slick dead females bashing niccas early dis morning lol,1
nothing funnier watching somebody live complete different life internet like hoe think foolin,1
nuttin white trash party,0
shit like fucking another nigga bitch askin pussy say lmao bitch im stealing pussy lol,0
aint bitch saw bitch kiss bitch lucky dont kill yo ass still get pistol whipped wayne,1
aint nobody wearing new westbrook jordan mexicans amp trailer park trash white girls,0
al noooo late fuckin faggot lmao,0
alabama tho roll tide bitch,1
alarm set early bird n night xx,2
alex smith wears red yellow quit psycho ex boyfriends get past,2
alexa phone gave us colors julia got yellow dying racistaf,2
alfredo linguini pasta fancily prepared trash,2
alibaba jack gotta love guy beat meg whitman albino ass back us freakin commie genius,1
said weed trash,2
ever want someone love deeply devotedly charlie kelly loves waitress,2
need million dollars bc got bad bitch,1
want cheesy bread brownies,2
wanted get hoes,1
wants represent da life da colored man,2
okies trash,2
hoes sooo average,1
da lil bald headed bitches standn outside kevin gates tryna get,0
da white folk twitter yet da colored tweet night sleep cuz gotta woyke tomorrow,2
good things must come end right get em tomorrow yankees,2
bitches love bitches love bitches love fuckin dougie,1
gold white yellow,2
whitey bois gone ride,2
young boys round sayin get money fuck hoes,1
coons use effect pictures,1
fine bitches need yall hit guess last,1
hoes decided wanted wifey type draya fuck,1
ratchet hoes cecil b,1
hoes fuckin wanna seem like hoe gotta hit ona lo,1
afternoon groups trash besides bubba keegs furyk group thememorialtournament,2
bitches wanna fuck thug,1
trash rt lot stolen shoes,2
bitches corny lol,1
yall bitches fake wanna b get yall life,1
muzzy lovers need one thing tell muzzies mideast leave israel alone start shit shit israel,0
selfies booty pics cause bitch always look like ass,1
allergies bothered summer sudden middle august shit startin get real bitch,1
almost everyone met paris absolute trash support republican government hope fucking die,1
almost got see white boy get beat around today ran like bitch,0
almost half north american bird species threatened climate change climate environment,2
